Name,BSE Code,NSE Code,ISIN Code,Industry Group,Industry,Current Price,Market Capitalization,Price to Earning,Debt to equity,Return on equity,Sales growth 5Years,Profit growth 5Years,Promoter holding,Change in promoter holding 3Years,Pledged percentage,Dividend yield,Price to book value
Aditya Vision,540205,AVL,INE679V01027,Retailing,Speciality Retail,476.35,6151.48,54.77,0.65,20.26,23.18,50.55,47.14,-21.00,0.00,0.23,9.65
Ador Welding,517041,ADOR,INE045A01017,Industrial Products,Other Industrial Products,902.85,1571.23,22.16,0.00,13.87,16.36,21.01,53.73,-3.17,0.00,2.20,3.19
Advait Energy,543230,ADVAIT,INE0ALI01010,Industrial Products,Cables - Electricals,1832.55,2004.31,43.68,0.27,22.49,55.06,131.15,66.80,-6.72,0.00,0.10,8.79
Advance Agrolife,544562,ADVANCE,INE1B0W01010,Fertilizers & Agrochemicals,Pesticides & Agrochemicals,101.50,652.49,22.30,0.47,29.11,,,69.89,,0.00,0.00,3.57
Advanced Enzyme,540025,ADVENZYMES,INE837H01020,Pharmaceuticals & Biotechnology,Biotechnology,294.70,3298.47,22.89,0.02,9.54,7.48,0.26,43.04,-6.83,0.00,1.73,2.24
Advent Hotels,544446,ADVENTHTL,INE28GN01010,Leisure Services,Hotels & Resorts,152.05,820.20,27.98,0.91,0.65,,,47.69,,28.92,0.00,0.92
Aegis Logistics,500003,AEGISLOG,INE208C01025,Gas,Trading - Gas,609.40,21389.99,27.84,0.41,15.53,-1.20,46.02,58.10,0.03,0.00,1.19,3.64
Aegis Vopak Term,544407,AEGISVOPAK,INE0INX01018,Oil,Oil Storage & Transportation,190.70,21129.40,103.31,0.42,8.73,,,86.93,,0.00,0.00,4.46
Aequs,544634,AEQUS,INE947N01017,Aerospace & Defense,Aerospace & Defense,125.85,8440.36,,1.10,-11.22,,,59.08,,0.00,0.00,
Aeroflex,543972,AEROFLEX,INE024001021,Industrial Products,Iron & Steel Products,278.45,3684.69,74.96,0.03,16.57,21.12,44.84,65.47,,0.00,0.11,10.03
Aeroflex Enter.,511076,AEROENTER,INE065D01027,Industrial Products,Iron & Steel Products,81.00,916.02,17.79,0.06,7.66,20.75,205.80,51.59,0.00,0.00,0.37,1.25
Aether Industri.,543534,AETHER,INE0BWX01014,Chemicals & Petrochemicals,Specialty Chemicals,1153.30,15302.03,68.46,0.09,7.80,,,74.98,-12.09,0.00,0.00,6.56
Afcom Holdings,544224,,INE0OXY01013,Transport Services,Logistics Solution Provider,743.00,1936.87,16.04,0.12,28.92,,,42.59,,0.00,0.00,8.32
Afcons Infrastr.,544280,AFCONS,INE101I01011,Construction,Civil Construction,311.45,11454.64,19.44,0.73,14.91,6.20,18.95,50.17,,53.50,0.82,2.29
Affle 3i,542752,AFFLE,INE00WC01027,IT - Services,IT Enabled Services,1401.40,19725.73,45.03,0.01,14.03,46.68,42.26,54.95,-4.94,0.00,0.00,6.10
Agarwal Indl.,531921,AGARIND,INE204E01012,Chemicals & Petrochemicals,Petrochemicals,402.50,602.04,10.34,0.63,20.09,24.97,35.44,57.20,0.00,0.00,0.78,0.95
AGI Greenpac,500187,AGI,INE415A01038,Industrial Products,Packaging,518.55,3354.89,9.93,0.21,16.24,6.35,46.54,60.24,0.00,0.00,1.31,1.56
AGI Infra,539042,AGIIL,INE976R01033,Realty,"Residential, Commercial Projects",364.75,4559.19,54.37,0.42,25.66,28.96,34.67,71.29,-1.65,0.00,0.03,13.31
Ahluwalia Contr.,532811,AHLUCONT,INE758C01029,Construction,Civil Construction,772.85,5177.13,19.39,0.04,11.87,16.81,25.67,55.32,0.00,0.00,0.08,2.71
AIA Engineering,532683,AIAENG,INE212H01026,Industrial Products,Castings & Forgings,3677.70,34320.41,29.45,0.14,15.42,7.62,13.23,58.50,0.03,0.00,0.44,4.63
Aimtron,,AIMTRON,INE0RUV01018,Industrial Manufacturing,Industrial Products,926.00,1908.40,54.96,0.00,24.80,,,71.44,,0.00,0.00,9.49
Airfloa Rail,544516,,INE0XBS01012,Industrial Manufacturing,Industrial Products,317.00,759.84,27.01,0.27,31.02,,,54.20,,0.00,0.00,3.62
Ajanta Pharma,532331,AJANTPHARM,INE031B01049,Pharmaceuticals & Biotechnology,Pharmaceuticals,2747.50,34326.10,33.79,0.06,24.91,12.43,14.26,66.25,0.15,17.29,1.02,7.91
Ajax Engineering,544356,AJAXENGG,INE274Y01021,"Agricultural, Commercial & Construction Vehicles",Construction Vehicles,466.25,5334.20,23.90,0.00,25.07,23.02,21.15,80.00,,0.00,0.00,4.27
Ajmera Realty,513349,AJMERA,INE298G01035,Realty,"Residential, Commercial Projects",122.03,2401.47,20.09,0.52,12.01,16.47,30.57,68.23,-1.51,0.21,0.78,1.88
Akums Drugs,544222,AKUMS,INE09XN01023,Pharmaceuticals & Biotechnology,Pharmaceuticals,498.75,7850.00,24.20,0.03,17.19,11.27,48.93,75.26,,0.00,0.00,2.51
Akzo Nobel,500710,AKZOINDIA,INE133A01011,Consumer Durables,Paints,2988.00,13607.44,36.14,0.03,32.23,8.98,12.53,61.20,-13.56,0.00,3.33,6.04
Alembic,506235,ALEMBICLTD,INE426A01027,Realty,"Residential, Commercial Projects",85.26,2189.34,6.90,0.00,13.69,24.58,-1.12,70.88,0.00,0.00,2.83,0.88
Alembic Pharma,533573,APLLTD,INE901L01018,Pharmaceuticals & Biotechnology,Pharmaceuticals,725.00,14250.87,21.49,0.28,11.38,7.69,-7.96,69.74,0.13,0.00,1.54,2.65
Algoquant Fin,505725,ALGOQUANT,INE598D01035,Finance,Other Financial Services,52.95,1488.43,82.98,0.24,38.12,181.38,31.03,73.68,7.77,32.42,0.00,13.22
Alicon Cast.,531147,ALICON,INE062D01024,Auto Components,Auto Components & Equipments,636.20,1039.34,27.27,0.57,8.02,12.44,22.02,54.01,-1.70,0.00,0.86,1.69
Alivus Life,543322,ALIVUS,INE03Q201024,Pharmaceuticals & Biotechnology,Pharmaceuticals,1049.30,12878.70,22.90,0.02,18.69,9.20,8.92,74.91,-7.94,0.00,0.48,4.28
Alkem Lab,539523,ALKEM,INE540L01014,Pharmaceuticals & Biotechnology,Pharmaceuticals,5377.00,64290.11,26.77,0.18,19.39,9.21,13.93,51.20,-5.96,0.00,0.87,4.83
Alkyl Amines,506767,ALKYLAMINE,INE150B01039,Chemicals & Petrochemicals,Specialty Chemicals,1375.70,7035.93,38.95,0.00,13.96,9.62,-0.31,72.03,0.04,0.00,0.73,4.85
All Time Plastic,544479,ALLTIME,INE0GV601021,Consumer Durables,Houseware,217.00,1421.52,36.36,0.22,21.00,14.10,24.97,70.14,,0.00,0.00,2.39
Allcargo Logist.,532749,ALLCARGO,INE418H01029,Transport Services,Logistics Solution Provider,8.37,1253.67,89.35,0.77,2.49,16.88,-19.94,40.49,-29.43,0.00,13.07,1.39
Allcargo Termi,543954,ATL,INE0NN701020,Transport Infrastructure,Port & Port services,24.92,661.11,19.53,2.09,12.98,,,67.17,,0.00,0.00,2.37
Alldigi Tech,532633,ALLDIGI,INE835G01018,Commercial Services & Supplies,Business Process Outsourcing (BPO)/ Knowledge Process Outsourcing (KPO),828.95,1263.18,16.57,0.33,27.34,13.16,9.75,73.39,0.00,0.00,7.23,5.10
Allied Blenders,544203,ABDL,INE552Z01027,Beverages,Breweries & Distilleries,466.95,13061.06,48.72,0.68,19.96,3.28,104.36,80.91,-19.09,0.00,0.78,8.38
Allied Digital,532875,ADSL,INE102I01027,IT - Services,IT Enabled Services,112.91,638.71,17.40,0.19,5.31,19.58,10.23,51.07,-1.75,0.00,1.37,1.04
Alok Industries,521070,ALOKINDS,INE270A01029,Textiles & Apparels,Other Textile Products,13.46,6683.22,,,,2.38,-5.27,75.00,0.00,0.00,0.00,
Alpex Solar,,ALPEXSOLAR,INE0R4701017,Electrical Equipment,Other Electrical Equipment,914.00,2334.63,12.60,0.37,47.72,51.35,93.79,65.89,,6.48,0.00,4.93
Altius Telecom,543225,,INE0BWS23018,Telecom - Services,Telecom - Infrastructure,157.50,47996.55,49.28,3.88,5.70,21.08,18.95,,,,7.44,3.62
Amagi Media Labs,544679,AMAGI,INE121R01077,IT - Services,IT Enabled Services,340.05,7356.59,,0.07,-15.48,,,14.92,,0.00,0.00,
Amal,506597,,INE841D01013,Chemicals & Petrochemicals,Specialty Chemicals,538.95,666.29,24.46,0.00,35.03,32.93,27.58,71.35,4.49,0.00,0.18,5.87
Amara Raja Ener.,500008,ARE&M,INE885A01032,Auto Components,Auto Components & Equipments,746.25,13658.24,18.12,0.04,12.34,12.65,6.14,32.86,4.80,0.00,1.41,1.76
Amber Enterp.,540902,AMBER,INE371P01015,Consumer Durables,Household Appliances,6797.70,23922.28,102.94,0.77,11.28,20.27,8.93,38.19,-2.12,0.00,0.00,6.58
Ambika Cotton,531978,AMBIKCO,INE540G01014,Textiles & Apparels,Other Textile Products,1417.00,811.25,12.90,0.00,7.46,2.42,4.70,50.35,0.18,0.00,2.60,0.86
Ambuja Cements,500425,AMBUJACEM,INE079A01024,Cement & Cement Products,Cement & Cement Products,436.30,107845.60,28.07,0.02,8.73,5.27,14.63,67.68,4.53,0.00,0.46,1.85
Amic Forging,544037,,INE0P9J01013,Industrial Products,Castings & Forgings,1400.00,1504.82,59.63,0.05,21.80,55.08,116.81,57.96,,0.00,0.00,10.04
Amines & Plast.,506248,AMNPLST,INE275D01022,Chemicals & Petrochemicals,Commodity Chemicals,155.40,855.01,25.08,0.11,16.87,10.44,8.30,73.17,0.00,0.00,0.31,3.23
Amrutanjan Healt,590006,AMRUTANJAN,INE098F01031,Pharmaceuticals & Biotechnology,Pharmaceuticals,532.20,1538.63,26.62,0.01,16.53,11.56,15.18,46.52,-3.50,0.00,0.86,4.48
Anand Rathi Shar,544530,ARSSBL,INE549H01021,Capital Markets,Stockbroking & Allied,562.05,3525.49,32.53,0.93,23.04,28.00,84.12,69.92,,0.00,0.00,2.73
Anand Rathi Wea.,543415,ANANDRATHI,INE463V01026,Capital Markets,Financial Products Distributor,3465.95,28774.52,78.58,0.10,45.33,23.90,37.33,43.12,-5.62,0.01,0.31,35.61
Anant Raj,515055,ANANTRAJ,INE242C01024,Realty,"Residential, Commercial Projects",479.00,17238.15,32.69,0.13,10.89,49.46,73.92,57.41,-5.62,0.00,0.15,3.84
Anantam Highways,544579,ANANTAM,INE1UA823019,Transport Infrastructure,"Road AssetsToll, Annuity, Hybrid-Annuity",105.05,2284.85,5.56,8.70,177.03,,,37.54,,0.00,2.38,
ANB Metal,,AMCL,INE0VG001016,Industrial Products,"Aluminium, Copper & Zinc Products",457.00,540.85,42.19,0.30,45.92,,,71.65,,0.00,0.00,6.33
Andhra Cements,532141,ACL,INE666E01020,Cement & Cement Products,Cement & Cement Products,54.37,501.14,,12.22,-68.44,13.91,1.97,90.00,21.26,26.39,0.00,6.57
Andhra Paper,502330,ANDHRAPAP,INE435A01051,"Paper, Forest & Jute Products",Paper & Paper Products,62.75,1247.81,66.55,0.14,3.07,3.95,-22.73,72.45,0.21,0.00,1.60,0.67
Andhra Sugars,590062,ANDHRSUGAR,INE715B01021,Chemicals & Petrochemicals,Commodity Chemicals,74.10,1004.34,9.93,0.00,2.51,6.45,-26.79,49.94,2.98,0.96,1.08,0.62
Andrew Yule & Co,526173,ANDREWYU,INE449C01025,Agricultural Food & other Products,Tea & Coffee,18.57,907.98,88.57,0.33,-7.96,0.77,-2.76,89.25,0.00,0.00,0.00,2.51
Angel One,543235,ANGELONE,INE732I01021,Capital Markets,Stockbroking & Allied,283.50,25822.90,33.57,0.77,27.07,47.61,66.93,28.87,-14.81,0.00,1.69,4.46
Anlon Healthcare,544497,AHCL,INE0Y8W01017,Pharmaceuticals & Biotechnology,Pharmaceuticals,121.45,645.53,22.95,0.27,40.45,,,52.68,,0.00,0.00,3.02
Anondita Medi.,,ANONDITA,INE0VTV01012,Personal Products,Personal Care,817.00,1477.67,64.35,0.43,41.72,,,61.79,,0.00,0.00,13.60
Antelopus Selan,530075,ANTELOPUS,INE818A01017,Oil,Oil Exploration & Production,630.45,2216.81,33.43,0.01,17.18,23.56,26.33,69.94,39.48,0.00,0.00,3.77
Anthem Bioscienc,544449,ANTHEM,INE0CZ201020,Pharmaceuticals & Biotechnology,Biotechnology,728.50,40920.85,81.40,0.04,20.83,23.86,37.27,74.69,,0.00,0.00,14.83
Antony Waste han,543254,AWHCL,INE01BK01022,Other Utilities,Waste Management,506.90,1438.81,22.16,0.68,11.34,15.69,14.98,46.09,-0.14,0.23,0.00,2.07
Anuh Pharma,506260,ANUHPHR,INE489G01022,Pharmaceuticals & Biotechnology,Pharmaceuticals,78.00,781.74,18.70,0.00,13.41,16.60,25.58,71.82,1.23,0.00,1.92,2.40
Anupam Rasayan,543275,ANURAS,INE930P01018,Chemicals & Petrochemicals,Specialty Chemicals,1272.65,14488.91,84.21,0.38,3.32,22.13,11.97,59.08,-1.88,15.99,0.06,4.52
Anzen IYEP Trust,543655,ANZEN,INE0MIZ23019,Power,Power - Transmission,125.00,3196.49,,1.32,-1.65,,,23.19,,0.00,7.72,1.69
Apar Inds.,532259,APARINDS,INE372A01015,Electrical Equipment,Other Electrical Equipment,10939.45,43941.92,44.26,0.14,19.50,20.14,43.37,57.77,-2.87,0.00,0.48,9.15
Apcotex Industri,523694,APCOTEXIND,INE116A01032,Industrial Products,Rubber,380.65,1973.47,23.75,0.23,9.99,22.93,27.36,58.23,0.00,0.00,1.70,3.41
Apeejay Surrend.,544111,PARKHOTELS,INE988S01028,Leisure Services,Hotels & Resorts,115.65,2467.69,29.02,0.17,6.87,7.85,28.28,68.14,,0.00,0.43,1.91
Apex Frozen Food,540692,APEX,INE346W01013,Food Products,Seafood,407.75,1274.24,40.91,0.08,0.76,-0.33,-42.66,72.62,0.00,0.00,0.49,2.55
Apis India,506166,,INE070K01014,Food Products,Other Food Products,68.98,950.18,43.95,0.26,15.21,10.84,49.86,74.72,0.00,0.00,0.00,5.20
APL Apollo Tubes,533758,APLAPOLLO,INE702C01027,Industrial Products,Iron & Steel Products,2035.05,56504.92,49.44,0.16,18.95,21.78,25.60,28.27,-2.88,0.00,0.29,12.26
Apollo Hospitals,508869,APOLLOHOSP,INE437A01024,Healthcare Services,Hospital,7485.00,107622.75,59.22,0.88,18.42,14.15,33.72,28.02,-1.31,2.49,0.26,11.79
Apollo Micro Sys,540879,APOLLO,INE713T01028,Aerospace & Defense,Aerospace & Defense,233.30,8335.60,93.34,0.33,10.02,17.98,32.12,51.98,-7.12,34.18,0.12,7.62
Apollo Pipes,531761,APOLLOPIPE,INE126J01016,Industrial Products,Plastic Products - Industrial,437.00,1924.89,118.26,0.09,4.61,,,46.84,-5.19,0.00,0.16,2.35
Apollo Tyres,500877,APOLLOTYRE,INE438A01022,Auto Components,Tyres & Rubber Products,433.80,27550.66,18.81,0.29,8.61,9.83,21.05,36.93,-0.41,0.01,1.16,1.77
Aptus Value Hou.,543335,APTUS,INE852O01025,Finance,Housing Finance Company,216.45,10838.68,12.20,1.57,18.58,28.46,28.91,23.87,-38.34,0.00,2.09,2.33
Aqylon Nexus,530943,AQYLON,INE416A01051,Entertainment,TV Broadcasting & Software Production,45.25,1148.13,,13.20,,,15.02,59.12,37.00,16.67,0.00,1399.98
Archean Chemical,543657,ACI,INE128X01021,Chemicals & Petrochemicals,Specialty Chemicals,611.15,7545.15,51.49,0.15,9.80,11.35,46.81,53.43,-0.17,9.25,0.50,3.94
Arfin India,539151,ARFIN,INE784R01023,Non - Ferrous Metals,Aluminium,85.24,1438.18,169.39,0.93,7.23,11.42,19.36,69.77,-4.34,0.00,0.13,9.02
Arih.Found.Hsg.,531381,,INE413D01011,Realty,"Residential, Commercial Projects",925.00,921.82,13.60,0.88,16.47,34.54,37.66,37.29,-5.58,0.00,0.00,2.68
Arihant Capital,511605,ARIHANTCAP,INE420B01036,Capital Markets,Stockbroking & Allied,69.90,766.17,19.83,0.51,15.90,22.20,26.29,67.67,-6.45,0.00,0.71,1.85
Arihant Super.,506194,ARIHANTSUP,INE643K01018,Realty,"Residential, Commercial Projects",231.20,999.94,22.02,2.38,18.84,16.43,58.31,71.10,-3.61,0.00,0.66,2.84
Arisinfra Solu.,544419,ARIS,INE0H9P01028,Other Construction Materials,Other Construction Materials,114.44,935.70,28.76,0.08,1.48,,,37.73,,0.00,0.00,1.38
Arkade,544261,ARKADE,INE0QRL01017,Realty,"Residential, Commercial Projects",115.00,2135.14,14.39,0.18,25.75,,,71.14,,0.00,0.84,2.24
Arman Financial,531179,ARMANFIN,INE109C01017,Finance,Non Banking Financial Company (NBFC),1594.65,1676.44,59.11,1.37,6.17,27.81,4.63,22.00,-5.35,0.00,0.00,1.92
Arrow Greentech,516064,ARROWGREEN,INE570D01018,Industrial Products,Packaging,534.15,805.93,15.69,0.01,39.57,61.68,53.45,64.81,-3.79,0.00,0.74,3.81
Artemis Medicare,542919,ARTEMISMED,INE025R01021,Healthcare Services,Hospital,228.00,3609.38,36.30,0.31,12.92,10.15,32.46,58.39,-10.53,0.00,0.20,4.07
Artson,522134,,INE133D01023,Industrial Manufacturing,Industrial Products,147.50,544.56,,18.53,124.29,-6.97,46.30,75.00,0.00,0.00,0.00,208.66
Arvind Fashions.,542484,ARVINDFASN,INE955V01021,Retailing,Speciality Retail,465.45,6219.51,,1.22,-3.63,5.04,13.81,35.10,-1.73,8.31,0.35,6.28
Arvind Ltd,500101,ARVIND,INE034A01011,Textiles & Apparels,Garments & Apparels,385.05,10092.71,23.99,0.40,9.32,2.48,21.70,39.53,-1.73,7.24,0.98,2.64
Arvind SmartSp.,539301,ARVSMART,INE034S01021,Realty,"Residential, Commercial Projects",580.40,2662.11,36.36,0.28,18.80,18.95,21.15,49.82,-0.62,0.00,0.98,4.50
Aryaman Capital,538716,,INE229R01011,Finance,Investment Company,479.50,574.30,19.94,0.00,38.69,-1.79,202.85,74.28,0.00,0.00,0.00,5.86
Aryaman Fin.Serv,530245,,INE032E01017,Finance,Non Banking Financial Company (NBFC),601.00,736.04,22.07,0.00,31.30,5.71,103.24,63.92,1.75,0.00,0.00,4.92
Asahi India Glas,515030,ASAHIINDIA,INE439A01020,Auto Components,Auto Components & Equipments,861.00,21949.21,70.01,0.77,13.61,11.69,17.52,51.57,-2.66,3.21,0.23,5.97
Ashapura Minech.,527001,ASHAPURMIN,INE348A01023,Minerals & Mining,Industrial Minerals,523.20,4997.91,13.12,0.86,27.14,52.29,43.18,47.88,2.66,0.00,0.19,3.46
Ashiana Housing,523716,ASHIANA,INE365D01021,Realty,"Residential, Commercial Projects",315.65,3173.04,27.04,0.44,2.74,11.73,26.80,61.11,-0.11,0.00,0.77,4.05
Ashika Credit,543766,,INE094B01013,Finance,Non Banking Financial Company (NBFC),337.50,1509.47,,0.00,-20.26,,,57.99,4.43,0.00,0.00,2.44
Ashok Leyland,500477,ASHOKLEY,INE208A01029,"Agricultural, Commercial & Construction Vehicles",Commercial Vehicles,170.50,100149.20,27.78,4.33,28.82,17.20,54.20,51.34,-0.11,40.93,1.81,8.00
Ashoka Buildcon,533271,ASHOKA,INE442H01029,Construction,Civil Construction,122.50,3438.82,3.31,0.47,54.78,14.63,60.11,54.48,0.00,0.00,0.00,0.84
Asian Energy,530355,ASIANENE,INE276G01015,Oil,Oil Equipment & Services,288.65,1297.13,27.73,0.24,12.45,11.23,4.36,60.97,1.36,0.00,0.36,2.92
Asian Granito,532888,ASIANTILES,INE022I01019,Consumer Durables,Ceramics,62.44,1851.20,35.77,0.20,2.10,4.94,-8.07,38.79,9.77,0.00,0.00,0.97
Asian Hotels (N),500023,ASIANHOTNR,INE363A01022,Leisure Services,Hotels & Resorts,297.00,1266.22,,3.38,-40.98,4.74,0.38,0.00,-50.69,0.00,0.00,3.09
Asian Paints,500820,ASIANPAINT,INE021A01026,Consumer Durables,Paints,2271.40,217872.20,53.37,0.18,20.59,10.90,7.81,52.63,0.01,8.60,1.11,11.09
Asian Star Co.,531847,,INE194D01017,Consumer Durables,"Gems, Jewellery And Watches",591.00,946.01,26.03,0.32,2.89,-0.63,-8.16,74.66,0.00,0.00,0.25,0.58
ASK Automotive,544022,ASKAUTOLTD,INE491J01022,Auto Components,Auto Components & Equipments,438.50,8644.67,30.52,0.53,26.63,16.97,16.66,74.95,,0.00,0.34,7.44
ASM Technologies,526433,,INE867C01010,IT - Software,Computers - Software & Consulting,2672.95,3898.94,63.89,0.18,16.85,25.71,104.62,57.96,-4.55,9.26,0.18,13.21
Assoc.Alcohols,507526,ASALCBR,INE073G01016,Beverages,Breweries & Distilleries,824.40,1655.29,18.94,0.13,17.27,15.53,10.17,62.35,3.90,0.00,0.25,2.67
Astec Lifescienc,533138,ASTEC,INE563J01010,Fertilizers & Agrochemicals,Pesticides & Agrochemicals,578.40,1288.77,,0.89,-45.29,-6.11,,71.97,5.20,0.00,0.00,3.11
Aster DM Health.,540975,ASTERDM,INE914M01019,Healthcare Services,Hospital,673.10,34874.73,96.77,0.46,8.26,-13.71,-7.24,40.39,2.51,40.66,0.74,7.71
Astra Microwave,532493,ASTRAMICRO,INE386C01029,Aerospace & Defense,Aerospace & Defense,1015.00,9636.93,60.05,0.24,14.43,17.61,28.59,6.54,-1.73,0.00,0.22,8.29
Astral,532830,ASTRAL,INE006I01046,Industrial Products,Plastic Products - Industrial,1564.30,42024.91,81.54,0.07,14.89,17.74,15.44,54.22,-1.63,0.00,0.25,11.16
Astrazeneca Phar,506820,ASTRAZEN,INE203A01020,Pharmaceuticals & Biotechnology,Pharmaceuticals,8050.00,20125.02,96.73,0.04,23.63,15.59,19.45,75.00,0.00,0.00,0.41,25.16
Ather Energy,544397,ATHERENERG,INE0LEZ01016,Automobiles,2/3 Wheelers,814.30,31161.09,,0.16,-156.50,129.65,,40.86,,0.00,0.00,11.39
Atlanta Electric,544527,ATLANTAELE,INE0Z4F01028,Electrical Equipment,Heavy Electrical Equipment,1283.45,9869.25,63.15,0.46,40.80,18.82,56.25,87.27,,0.00,0.00,12.53
Atul,500027,ATUL,INE100A01010,Chemicals & Petrochemicals,Specialty Chemicals,6460.50,19020.86,31.98,0.03,9.10,6.41,-5.82,45.22,0.16,0.98,0.39,3.24
Atul Auto,531795,ATULAUTO,INE951D01028,"Agricultural, Commercial & Construction Vehicles",Commercial Vehicles,436.00,1209.96,34.02,0.32,4.99,2.94,-16.74,42.70,-10.00,0.00,0.00,2.69
AU Small Finance,540611,AUBANK,INE949L01017,Banks,Other Bank,966.00,72282.59,31.26,7.87,14.19,30.25,25.56,22.79,-2.76,0.00,0.10,4.05
Aurionpro Sol.,532668,AURIONPRO,INE132H01018,IT - Software,Computers - Software & Consulting,827.60,4573.47,22.45,0.02,15.30,20.08,38.33,26.88,-6.12,0.00,0.49,2.89
Aurobindo Pharma,524804,AUROPHARMA,INE406A01037,Pharmaceuticals & Biotechnology,Pharmaceuticals,1341.45,77911.61,22.12,0.22,11.08,6.55,3.87,51.82,-0.01,17.50,0.30,2.23
Aurum Proptech,539289,AURUM,INE898S01029,IT - Services,IT Enabled Services,170.00,1222.90,,0.58,-14.61,91.52,,47.37,-3.01,0.00,0.00,2.51
Australian Prem,,APS,INE0P0001010,Electrical Equipment,Heavy Electrical Equipment,364.70,735.25,13.57,0.23,57.82,54.16,100.09,72.52,,0.00,0.03,5.50
Authum Invest,539177,AIIL,INE206F01022,Finance,Non Banking Financial Company (NBFC),434.30,36881.83,10.11,0.17,34.14,,208.59,68.79,-2.68,0.00,0.05,2.31
Auto.Corp.of Goa,505036,,INE451C01013,Auto Components,Auto Components & Equipments,1738.65,1058.60,15.61,0.34,19.72,14.68,33.89,49.77,0.00,0.00,1.44,3.80
Automotive Axles,505010,AUTOAXLES,INE449A01011,Auto Components,Auto Components & Equipments,1665.10,2515.97,15.25,0.01,16.58,16.89,29.71,71.04,0.00,0.00,1.82,2.51
Automotive Stamp,520119,ASAL,INE900C01027,Auto Components,Auto Components & Equipments,443.30,703.07,34.42,7.18,2332.35,16.43,19.27,75.00,0.00,0.00,0.00,44.59
Avadh Sugar,540649,AVADHSUGAR,INE349W01017,Agricultural Food & other Products,Sugar,474.10,949.08,12.61,0.56,8.24,0.59,-0.28,60.39,-0.01,0.00,2.10,0.90
Avalon Tech,543896,AVALON,INE0LCL01028,Electrical Equipment,Other Electrical Equipment,1052.90,7029.75,73.12,0.25,10.35,11.34,39.01,44.43,,0.00,0.00,10.87
Avantel,532406,AVANTEL,INE005B01027,Aerospace & Defense,Aerospace & Defense,148.05,3933.80,241.09,0.09,28.12,,,37.04,-3.10,0.00,0.14,12.16
Avanti Feeds,512573,AVANTIFEED,INE871C01038,Food Products,Animal Feed,1293.05,17617.26,27.87,0.00,19.53,6.40,8.20,43.23,-0.05,0.00,0.71,5.90
Avenue Super.,540376,DMART,INE192R01011,Retailing,Diversified Retail,4411.00,287579.18,100.43,0.07,13.44,19.00,15.86,74.65,-0.34,0.00,0.00,12.52
AvenuesAI,539807,CCAVENUE,INE483S01020,Financial Technology (Fintech),Financial Technology (Fintech),15.47,5396.30,21.65,0.02,6.47,44.55,17.94,27.29,-3.35,0.00,0.00,1.37
Avishkar Infra,508929,,INE433O01024,Realty,"Residential, Commercial Projects",614.45,1376.57,795.71,1.48,148.05,,,34.69,-26.99,0.00,0.00,102.50
AVT Natural Prod,519105,AVTNPL,INE488D01021,Agricultural Food & other Products,Other Agricultural Products,62.35,949.58,16.64,0.19,9.89,7.00,7.46,75.00,0.00,0.00,1.12,1.81
AWFIS Space,544181,AWFIS,INE108V01019,Commercial Services & Supplies,Diversified Commercial Services,311.25,2226.67,37.97,2.91,26.07,39.77,23.06,17.01,,0.00,0.00,4.45
AWL Agri Busine.,543458,AWL,INE699H01024,Agricultural Food & other Products,Edible Oil,178.40,23186.24,24.18,0.11,13.86,16.51,21.68,56.94,-31.00,0.00,0.00,2.33
Axentra Corp,511634,,INE919M01026,Construction,Civil Construction,353.75,696.89,,0.12,,,22.87,30.48,-4.35,0.00,0.00,33.54
Axis Bank,532215,AXISBANK,INE238A01034,Banks,Private Sector Bank,1322.50,411075.60,15.69,7.40,16.30,14.86,72.17,8.15,-0.04,0.00,0.08,2.00
Axis Solution,511144,,INE520G01024,IT - Software,Computers - Software & Consulting,264.65,1250.74,45.55,0.40,39.84,42.36,411.46,85.64,83.19,0.00,0.19,10.20
AXISCADES Tech.,532395,AXISCADES,INE555B01013,Aerospace & Defense,Aerospace & Defense,1712.70,7281.94,66.37,0.37,12.67,8.90,21.31,58.05,-8.14,15.80,0.00,10.54
Axtel Industries,523850,,INE767C01012,Industrial Manufacturing,Industrial Products,394.95,638.04,25.77,0.00,14.45,12.37,9.44,49.95,0.00,0.00,3.02,5.12
Aye Finance,544699,AYE,INE501X01029,Finance,Non Banking Financial Company (NBFC),106.21,2621.04,13.74,2.75,11.98,,,0.00,,0.00,0.00,
AYM Syntex,508933,AYMSYNTEX,INE193B01039,Textiles & Apparels,Other Textile Products,186.70,1094.32,,0.41,2.53,7.69,-10.10,65.90,-8.10,0.00,0.00,1.90
Azad Engineering,544061,AZAD,INE02IJ01035,Electrical Equipment,Heavy Electrical Equipment,1678.00,10836.83,88.07,0.20,8.58,29.96,33.22,55.84,,0.00,0.00,7.30
Azad India,504731,,INE566M01017,Industrial Products,Iron & Steel Products,100.47,547.00,516.01,0.01,0.08,,,15.53,-20.03,0.00,0.00,4.27
B H E L,500103,BHEL,INE257A01026,Electrical Equipment,Heavy Electrical Equipment,279.60,97358.46,119.55,0.45,2.12,5.72,18.65,58.17,-5.00,0.00,0.19,3.98
B P C L,500547,BPCL,INE029A01011,Petroleum Products,Refineries & Marketing,298.20,129374.19,5.20,0.56,17.31,9.12,25.35,52.98,0.00,0.00,5.88,1.38
